union_id,chrom,start,end,peak_class,annotation,figure4_feature
CTCF_union_13431,chr14,80039647,80039852,LOST,Distal Intergenic,Distal
CTCF_union_13432,chr14,80212977,80213361,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13433,chr14,80215900,80216653,MAINTAINED,"Exon (ENSMUST00000226677.1/ENSMUST00000226677.1, exon 1 of 1)",Other
CTCF_union_13434,chr14,80269086,80269789,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13435,chr14,80845540,80845987,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13436,chr14,84438048,84438880,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13437,chr14,84440893,84441262,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_13438,chr14,84445474,84446187,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_13439,chr14,84446906,84447452,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_13440,chr14,84447642,84448464,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13441,chr14,85033967,85034186,LOST,Distal Intergenic,Distal
CTCF_union_13442,chr14,85897961,85898202,LOST,Distal Intergenic,Distal
CTCF_union_13443,chr14,86062820,86063201,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13444,chr14,86307789,86308151,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13445,chr14,86562850,86563078,LOST,Distal Intergenic,Distal
CTCF_union_13446,chr14,86678323,86678822,LOST,"Intron (ENSMUST00000022599.13/56419, intron 27 of 27)",Intron
CTCF_union_13447,chr14,86748907,86749112,LOST,Promoter (<=1kb),Promoter
CTCF_union_13448,chr14,86781575,86781984,MAINTAINED,"Intron (ENSMUST00000022599.13/56419, intron 25 of 27)",Intron
CTCF_union_13449,chr14,86869529,86869838,MAINTAINED,"Intron (ENSMUST00000022599.13/56419, intron 20 of 27)",Intron
CTCF_union_13450,chr14,87215148,87215477,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13451,chr14,87314873,87315523,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13452,chr14,87416013,87417066,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13453,chr14,87451992,87452502,MAINTAINED,"Intron (ENSMUST00000169504.7/219249, intron 1 of 11)",Intron
CTCF_union_13454,chr14,87464102,87464794,MAINTAINED,"Intron (ENSMUST00000169504.7/219249, intron 3 of 11)",Intron
CTCF_union_13455,chr14,87537241,87537446,LOST,Promoter (1-2kb),Promoter
CTCF_union_13456,chr14,87566155,87566508,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13457,chr14,87567111,87567583,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13458,chr14,88278373,88278700,LOST,"Intron (ENSMUST00000227521.1/ENSMUST00000227521.1, intron 3 of 3)",Intron
CTCF_union_13459,chr14,88466218,88466911,MAINTAINED,3' UTR,Other
CTCF_union_13460,chr14,88479952,88480227,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13461,chr14,88981838,88982272,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13462,chr14,89034363,89034758,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13463,chr14,89181354,89181861,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13464,chr14,89347992,89348371,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13465,chr14,89402607,89402838,LOST,Distal Intergenic,Distal
CTCF_union_13466,chr14,89920628,89920881,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13467,chr14,90433199,90433537,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13468,chr14,91014776,91015025,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13469,chr14,92764386,92764750,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13470,chr14,93009279,93009505,GAINED,Distal Intergenic,Distal
CTCF_union_13471,chr14,93182862,93183244,MAINTAINED,"Intron (ENSMUST00000195826.5/211712, intron 4 of 4)",Intron
CTCF_union_13472,chr14,93287705,93287987,LOST,"Intron (ENSMUST00000195826.5/211712, intron 4 of 4)",Intron
CTCF_union_13473,chr14,93317388,93317742,MAINTAINED,"Intron (ENSMUST00000195826.5/211712, intron 4 of 4)",Intron
CTCF_union_13474,chr14,93354126,93354368,GAINED,"Intron (ENSMUST00000195826.5/211712, intron 3 of 4)",Intron
CTCF_union_13475,chr14,93381266,93381550,MAINTAINED,"Intron (ENSMUST00000195826.5/211712, intron 3 of 4)",Intron
CTCF_union_13476,chr14,93884484,93884889,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13477,chr14,93890726,93891202,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13478,chr14,93898508,93898908,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13479,chr14,95777456,95777798,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13480,chr14,95949332,95949880,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13481,chr14,95984034,95984444,LOST,Distal Intergenic,Distal
CTCF_union_13482,chr14,96908740,96909134,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13483,chr14,96954496,96954907,MAINTAINED,"Intron (ENSMUST00000227308.1/ENSMUST00000227308.1, intron 3 of 3)",Intron
CTCF_union_13484,chr14,96962371,96963017,MAINTAINED,"Intron (ENSMUST00000227308.1/ENSMUST00000227308.1, intron 1 of 3)",Intron
CTCF_union_13485,chr14,97045411,97045653,LOST,"Intron (ENSMUST00000228946.1/ENSMUST00000228946.1, intron 2 of 2)",Intron
CTCF_union_13486,chr14,97331358,97331896,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13487,chr14,97416336,97416529,LOST,Distal Intergenic,Distal
CTCF_union_13488,chr14,97587029,97587278,LOST,Distal Intergenic,Distal
CTCF_union_13489,chr14,97667857,97668076,LOST,Distal Intergenic,Distal
CTCF_union_13490,chr14,97830002,97830285,GAINED,"Intron (ENSMUST00000069334.7/13134, intron 8 of 10)",Intron
CTCF_union_13491,chr14,98167217,98167503,GAINED,Promoter (2-3kb),Promoter
CTCF_union_13492,chr14,98181643,98181985,LOST,Distal Intergenic,Distal
CTCF_union_13493,chr14,98589877,98590109,LOST,Distal Intergenic,Distal
CTCF_union_13494,chr14,98750849,98751088,LOST,Distal Intergenic,Distal
CTCF_union_13495,chr14,98887071,98887354,LOST,Distal Intergenic,Distal
CTCF_union_13496,chr14,98951691,98951926,LOST,Distal Intergenic,Distal
CTCF_union_13497,chr14,99022081,99022727,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13498,chr14,99071452,99071700,LOST,"Intron (ENSMUST00000022656.7/77744, intron 10 of 11)",Intron
CTCF_union_13499,chr14,99075242,99075466,LOST,3' UTR,Other
CTCF_union_13500,chr14,99117542,99117929,GAINED,"Intron (ENSMUST00000022650.8/52023, intron 5 of 17)",Intron
CTCF_union_13501,chr14,99142082,99142690,MAINTAINED,"Intron (ENSMUST00000022650.8/52023, intron 9 of 17)",Intron
CTCF_union_13502,chr14,99144823,99145081,GAINED,"Intron (ENSMUST00000022650.8/52023, intron 9 of 17)",Intron
CTCF_union_13503,chr14,99298931,99299468,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13504,chr14,99745278,99745550,GAINED,Distal Intergenic,Distal
CTCF_union_13505,chr14,99894676,99895144,MAINTAINED,"Intron (ENSMUST00000228216.1/16597, intron 7 of 7)",Intron
CTCF_union_13506,chr14,99931829,99932328,MAINTAINED,"Intron (ENSMUST00000228216.1/16597, intron 6 of 7)",Intron
CTCF_union_13507,chr14,99944539,99944968,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13508,chr14,99947766,99948024,MAINTAINED,"Intron (ENSMUST00000228216.1/16597, intron 5 of 7)",Intron
CTCF_union_13509,chr14,99955256,99955531,GAINED,"Intron (ENSMUST00000228216.1/16597, intron 5 of 7)",Intron
CTCF_union_13510,chr14,100009754,100010149,MAINTAINED,"Intron (ENSMUST00000228216.1/16597, intron 4 of 7)",Intron
CTCF_union_13511,chr14,100045617,100045859,GAINED,"Intron (ENSMUST00000228216.1/16597, intron 3 of 7)",Intron
CTCF_union_13512,chr14,100090665,100090863,LOST,"Intron (ENSMUST00000228216.1/16597, intron 3 of 7)",Intron
CTCF_union_13513,chr14,100177923,100178174,GAINED,"Intron (ENSMUST00000228216.1/16597, intron 1 of 7)",Intron
CTCF_union_13514,chr14,100458264,100458595,GAINED,Distal Intergenic,Distal
CTCF_union_13515,chr14,100754039,100754261,LOST,Distal Intergenic,Distal
CTCF_union_13516,chr14,101294725,101294995,LOST,Distal Intergenic,Distal
CTCF_union_13517,chr14,101379139,101379778,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13518,chr14,101428859,101429258,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13519,chr14,101460743,101461127,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_13520,chr14,101482273,101482781,MAINTAINED,"Intron (ENSMUST00000161991.7/210789, intron 8 of 18)",Intron
CTCF_union_13521,chr14,101510817,101511063,GAINED,"Intron (ENSMUST00000161991.7/210789, intron 1 of 18)",Intron
CTCF_union_13522,chr14,101517345,101517735,MAINTAINED,"Intron (ENSMUST00000161991.7/210789, intron 1 of 18)",Intron
CTCF_union_13523,chr14,101605831,101606227,GAINED,Promoter (2-3kb),Promoter
CTCF_union_13524,chr14,101608026,101608546,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13525,chr14,101608830,101609556,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13526,chr14,101635792,101636099,MAINTAINED,"Intron (ENSMUST00000227868.1/66200, intron 1 of 1)",Intron
CTCF_union_13527,chr14,101640359,101640918,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13528,chr14,101653304,101654229,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13529,chr14,101729556,101729927,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13530,chr14,101762268,101762708,MAINTAINED,"Intron (ENSMUST00000100337.9/380928, intron 1 of 30)",Intron
CTCF_union_13531,chr14,101774677,101774897,GAINED,"Intron (ENSMUST00000100337.9/380928, intron 1 of 30)",Intron
CTCF_union_13532,chr14,101781962,101782285,LOST,"Intron (ENSMUST00000100337.9/380928, intron 1 of 30)",Intron
CTCF_union_13533,chr14,101879350,101879595,LOST,Promoter (1-2kb),Promoter
CTCF_union_13534,chr14,101925367,101925564,LOST,Promoter (<=1kb),Promoter
CTCF_union_13535,chr14,101942781,101943399,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13536,chr14,101946712,101947221,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13537,chr14,101949180,101949520,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13538,chr14,102181299,102181648,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13539,chr14,102510474,102510878,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13540,chr14,102980611,102980973,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_13541,chr14,102981378,102982111,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13542,chr14,102982850,102983364,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13543,chr14,102995147,102995622,MAINTAINED,"Intron (ENSMUST00000226662.1/71264, intron 2 of 2)",Intron
CTCF_union_13544,chr14,103011806,103012158,MAINTAINED,"Intron (ENSMUST00000226662.1/71264, intron 2 of 2)",Intron
CTCF_union_13545,chr14,103012410,103013010,MAINTAINED,"Exon (ENSMUST00000230389.1/ENSMUST00000230389.1, exon 1 of 3)",Other
CTCF_union_13546,chr14,103051320,103051773,MAINTAINED,"Exon (ENSMUST00000022722.6/16365, exon 4 of 5)",Other
CTCF_union_13547,chr14,103065635,103066043,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13548,chr14,103069664,103070267,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13549,chr14,103088471,103088920,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13550,chr14,103099664,103099935,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13551,chr14,103132116,103132357,MAINTAINED,"Intron (ENSMUST00000161008.7/105689, intron 16 of 27)",Intron
CTCF_union_13552,chr14,103346202,103347058,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13553,chr14,103349418,103349828,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_13554,chr14,103469580,103470154,MAINTAINED,"Exon (ENSMUST00000228094.1/ENSMUST00000228094.1, exon 3 of 3)",Other
CTCF_union_13555,chr14,103488777,103488988,LOST,"Intron (ENSMUST00000227693.1/ENSMUST00000227693.1, intron 1 of 2)",Intron
CTCF_union_13556,chr14,103537309,103537965,MAINTAINED,"Intron (ENSMUST00000227322.1/64929, intron 5 of 29)",Intron
CTCF_union_13557,chr14,103539824,103540031,LOST,"Intron (ENSMUST00000227322.1/64929, intron 5 of 29)",Intron
CTCF_union_13558,chr14,103540865,103541092,LOST,"Intron (ENSMUST00000227322.1/64929, intron 6 of 29)",Intron
CTCF_union_13559,chr14,103550376,103550876,MAINTAINED,"Intron (ENSMUST00000227322.1/64929, intron 8 of 29)",Intron
CTCF_union_13560,chr14,103630584,103630863,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13561,chr14,103651117,103651413,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13562,chr14,103694259,103694765,MAINTAINED,"Exon (ENSMUST00000160117.1/70898, exon 3 of 3)",Other
CTCF_union_13563,chr14,103695192,103695474,GAINED,"Exon (ENSMUST00000069443.13/105439, exon 5 of 7)",Other
CTCF_union_13564,chr14,103717400,103717857,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13565,chr14,103718577,103719485,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13566,chr14,103720555,103721081,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13567,chr14,103843391,103843980,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13568,chr14,104027081,104027507,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13569,chr14,104033597,104034101,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13570,chr14,104038775,104039438,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13571,chr14,104203200,104203567,LOST,Distal Intergenic,Distal
CTCF_union_13572,chr14,104661746,104661941,LOST,"Intron (ENSMUST00000227935.1/320249, intron 2 of 4)",Intron
CTCF_union_13573,chr14,104813863,104814469,MAINTAINED,"Intron (ENSMUST00000227935.1/320249, intron 2 of 4)",Intron
CTCF_union_13574,chr14,104825051,104825254,LOST,"Intron (ENSMUST00000227935.1/320249, intron 2 of 4)",Intron
CTCF_union_13575,chr14,105034999,105035287,GAINED,Distal Intergenic,Distal
CTCF_union_13576,chr14,105096294,105096523,GAINED,Distal Intergenic,Distal
CTCF_union_13577,chr14,105127759,105128253,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_13578,chr14,105137892,105138140,GAINED,"Intron (ENSMUST00000163545.7/74213, intron 14 of 21)",Intron
CTCF_union_13579,chr14,105184907,105185242,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13580,chr14,105198466,105198770,LOST,Distal Intergenic,Distal
CTCF_union_13581,chr14,105259180,105259409,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13582,chr14,105296190,105296685,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_13583,chr14,105302640,105303129,MAINTAINED,"Exon (ENSMUST00000149781.7/76273, exon 3 of 4)",Other
CTCF_union_13584,chr14,105313851,105314245,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13585,chr14,105397421,105397808,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13586,chr14,105427400,105427768,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13587,chr14,105474928,105475407,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13588,chr14,105732261,105732626,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13589,chr14,105894792,105895388,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_13590,chr14,105898580,105899525,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_13591,chr14,105902840,105903153,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13592,chr14,105924734,105925167,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13593,chr14,106439305,106439726,MAINTAINED,"Intron (ENSMUST00000186311.1/73631, intron 2 of 3)",Intron
CTCF_union_13594,chr14,106500467,106501135,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13595,chr14,106518579,106518823,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13596,chr14,106607039,106607515,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13597,chr14,106765911,106766226,LOST,"Exon (ENSMUST00000104036.1/ENSMUST00000104036.1, exon 1 of 1)",Other
CTCF_union_13598,chr14,108831496,108831739,GAINED,Distal Intergenic,Distal
CTCF_union_13599,chr14,108935857,108936080,LOST,Distal Intergenic,Distal
CTCF_union_13600,chr14,109660439,109660681,LOST,Distal Intergenic,Distal
CTCF_union_13601,chr14,109840337,109840712,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13602,chr14,109874192,109874635,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13603,chr14,109891227,109891508,LOST,Distal Intergenic,Distal
CTCF_union_13604,chr14,110049374,110049614,GAINED,Distal Intergenic,Distal
CTCF_union_13605,chr14,110755066,110755435,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13606,chr14,110762542,110762971,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13607,chr14,110770737,110771081,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13608,chr14,110777561,110777909,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13609,chr14,110824713,110824959,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13610,chr14,111149514,111150000,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13611,chr14,111583140,111583426,LOST,Distal Intergenic,Distal
CTCF_union_13612,chr14,111672946,111673409,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_13613,chr14,111674529,111675485,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13614,chr14,114037139,114037388,LOST,Distal Intergenic,Distal
CTCF_union_13615,chr14,114566485,114566721,LOST,Distal Intergenic,Distal
CTCF_union_13616,chr14,114567947,114568343,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13617,chr14,114791387,114791883,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13618,chr14,114854433,114855050,MAINTAINED,"Exon (ENSMUST00000226121.1/75822, exon 4 of 6)",Other
CTCF_union_13619,chr14,114913243,114913595,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13620,chr14,114981105,114981524,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13621,chr14,115015325,115015577,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13622,chr14,115017600,115018181,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13623,chr14,115041468,115042554,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_13624,chr14,115070555,115070928,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13625,chr14,115339201,115339409,LOST,"Intron (ENSMUST00000176912.7/103978, intron 2 of 7)",Intron
CTCF_union_13626,chr14,115371093,115371423,MAINTAINED,"Intron (ENSMUST00000176912.7/103978, intron 3 of 7)",Intron
CTCF_union_13627,chr14,115393060,115393561,MAINTAINED,"Intron (ENSMUST00000176912.7/103978, intron 3 of 7)",Intron
CTCF_union_13628,chr14,115450954,115451317,MAINTAINED,"Intron (ENSMUST00000176912.7/103978, intron 5 of 7)",Intron
CTCF_union_13629,chr14,115467969,115468287,MAINTAINED,"Intron (ENSMUST00000176912.7/103978, intron 5 of 7)",Intron
CTCF_union_13630,chr14,115475251,115475628,LOST,"Intron (ENSMUST00000176912.7/103978, intron 5 of 7)",Intron
CTCF_union_13631,chr14,115485065,115485471,MAINTAINED,"Intron (ENSMUST00000176912.7/103978, intron 5 of 7)",Intron
CTCF_union_13632,chr14,115600306,115600624,LOST,"Intron (ENSMUST00000176912.7/103978, intron 6 of 7)",Intron
CTCF_union_13633,chr14,115819072,115819396,MAINTAINED,"Intron (ENSMUST00000176912.7/103978, intron 7 of 7)",Intron
CTCF_union_13634,chr14,115831322,115831844,MAINTAINED,"Intron (ENSMUST00000176912.7/103978, intron 7 of 7)",Intron
CTCF_union_13635,chr14,116207049,116207275,LOST,"Intron (ENSMUST00000176912.7/103978, intron 7 of 7)",Intron
CTCF_union_13636,chr14,116560031,116560257,GAINED,Distal Intergenic,Distal
CTCF_union_13637,chr14,116926277,116927087,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_13638,chr14,116938220,116938458,MAINTAINED,"Intron (ENSMUST00000123239.1/23888, intron 1 of 3)",Intron
CTCF_union_13639,chr14,117831689,117832106,MAINTAINED,"Intron (ENSMUST00000088483.9/23888, intron 5 of 9)",Intron
CTCF_union_13640,chr14,117879286,117879554,LOST,"Intron (ENSMUST00000088483.9/23888, intron 6 of 9)",Intron
CTCF_union_13641,chr14,117882208,117882606,MAINTAINED,"Intron (ENSMUST00000088483.9/23888, intron 6 of 9)",Intron
CTCF_union_13642,chr14,117889760,117890035,LOST,"Intron (ENSMUST00000088483.9/23888, intron 7 of 9)",Intron
CTCF_union_13643,chr14,117938695,117939067,MAINTAINED,"Intron (ENSMUST00000088483.9/23888, intron 7 of 9)",Intron
CTCF_union_13644,chr14,117951757,117952204,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_13645,chr14,117962394,117962844,MAINTAINED,"Intron (ENSMUST00000088483.9/23888, intron 8 of 9)",Intron
CTCF_union_13646,chr14,117998895,117999163,LOST,Distal Intergenic,Distal
CTCF_union_13647,chr14,118001238,118001689,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13648,chr14,118005625,118006014,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13649,chr14,118042993,118043331,LOST,Promoter (<=1kb),Promoter
CTCF_union_13650,chr14,118151962,118152364,MAINTAINED,"Intron (ENSMUST00000022728.3/58245, intron 3 of 8)",Intron
CTCF_union_13651,chr14,118157140,118157568,MAINTAINED,"Intron (ENSMUST00000022728.3/58245, intron 5 of 8)",Intron
CTCF_union_13652,chr14,118173918,118174121,LOST,Distal Intergenic,Distal
CTCF_union_13653,chr14,118193020,118193334,GAINED,Distal Intergenic,Distal
CTCF_union_13654,chr14,118207461,118207742,MAINTAINED,Distal Intergenic,Distal
CTCF_union_13655,chr14,118209604,118210009,MAINTAINED,"Exon (ENSMUST00000227898.1/ENSMUST00000227898.1, exon 1 of 2)",Other
CTCF_union_13656,chr14,118235334,118235665,GAINED,Promoter (<=1kb),Promoter
CTCF_union_13657,chr14,118312662,118312908,GAINED,Distal Intergenic,Distal
