# One row per reduced non-overlapping CTCF union component (mm10, BED-style 0-based start).
# Exact-coordinate MACS2 multi-summit records were collapsed before WT and mutant intervals were reduced.
# Signal is the mean of the deposited spike-in-normalised bigWig over the complete union component.
# log2FC_norm = log2((mutant + 0.01)/(wild type + 0.01)).
chrom,start,end,union_id,peak_class,n_wt_unique_intervals,n_mut_unique_intervals,n_wt_peak_records,n_mut_peak_records,wt_norm_signal,mut_norm_signal,log2FC_norm
chr10,19601573,19601871,CTCF_union_03088,GAINED,0,1,0,1,7.91404481,8.22367886,0.05530014
chr10,19693128,19693422,CTCF_union_03089,LOST,1,0,1,0,18.51507086,5.62006744,-1.71825495
chr10,19708409,19708634,CTCF_union_03090,GAINED,0,1,0,1,14.60642636,4.74444413,-1.62024204
chr10,19711618,19711863,CTCF_union_03091,LOST,1,0,1,0,11.07028188,3.96703714,-1.47822864
chr10,19712281,19712790,CTCF_union_03092,MAINTAINED,1,1,1,1,14.73371021,10.30794578,-0.51494385
chr10,19745715,19746016,CTCF_union_03093,LOST,1,0,1,0,9.44902520,1.67997663,-2.48468822
chr10,19781404,19781705,CTCF_union_03094,MAINTAINED,1,1,1,1,9.92056407,5.77014884,-0.78076902
chr10,19811773,19812154,CTCF_union_03095,MAINTAINED,1,1,1,1,12.14518358,9.74836693,-0.31686005
chr10,19871797,19872065,CTCF_union_03096,GAINED,0,1,0,1,1.19160062,3.83717265,1.67884111
chr10,19893901,19894418,CTCF_union_03097,MAINTAINED,1,1,1,1,20.22061787,17.72412070,-0.19001258
chr10,19907020,19907754,CTCF_union_03098,MAINTAINED,1,1,1,1,47.16845514,57.00596103,0.27323767
chr10,19911601,19911923,CTCF_union_03099,MAINTAINED,1,1,1,1,18.08462444,14.91495736,-0.27783435
chr10,19915433,19915728,CTCF_union_03100,LOST,1,0,1,0,17.55781230,3.90705837,-2.16509201
chr10,19933643,19935064,CTCF_union_03101,MAINTAINED,1,1,2,2,14.79842659,16.02194493,0.11453110
chr10,20073209,20073649,CTCF_union_03102,MAINTAINED,1,1,1,1,15.16442647,8.29037775,-0.87039309
chr10,20125142,20125862,CTCF_union_03103,MAINTAINED,1,1,1,1,22.87391529,21.14060412,-0.11363504
chr10,20148466,20149588,CTCF_union_03104,MAINTAINED,1,1,1,1,15.15950596,21.39849166,0.49700905
chr10,20152125,20152476,CTCF_union_03105,MAINTAINED,1,1,1,1,15.25062893,11.33380538,-0.42790973
chr10,20170304,20171118,CTCF_union_03106,MAINTAINED,1,1,1,1,27.52018261,17.82966890,-0.62592534
chr10,20290214,20290826,CTCF_union_03107,MAINTAINED,1,1,1,1,27.78425757,27.50811161,-0.01440538
chr10,20314749,20315284,CTCF_union_03108,MAINTAINED,1,1,1,1,8.89205679,8.78389172,-0.01763694
chr10,20361805,20362258,CTCF_union_03109,MAINTAINED,1,1,1,1,32.16030334,15.87076887,-1.01844878
chr10,20405494,20405845,CTCF_union_03110,MAINTAINED,1,1,1,1,24.73901904,9.28310308,-1.41313903
chr10,20504880,20505123,CTCF_union_03111,GAINED,0,1,0,1,5.64959469,4.41984733,-0.35344176
chr10,20547890,20548349,CTCF_union_03112,MAINTAINED,1,1,1,1,8.84984863,12.93042375,0.54653090
chr10,20670630,20670923,CTCF_union_03113,GAINED,0,1,0,1,3.24079014,5.50179822,0.76173265
chr10,20915538,20915884,CTCF_union_03114,MAINTAINED,1,1,1,1,10.37659745,5.92953569,-0.80630106
chr10,20927860,20928352,CTCF_union_03115,MAINTAINED,1,1,1,1,21.64424470,18.74579086,-0.20731376
chr10,20948321,20948798,CTCF_union_03116,MAINTAINED,1,1,1,1,25.15164036,25.32850646,0.01010551
chr10,20952100,20952376,CTCF_union_03117,GAINED,0,1,0,1,0.93434081,3.42384576,1.86244572
chr10,20965961,20966595,CTCF_union_03118,MAINTAINED,1,1,1,1,23.00568987,12.08241025,-0.92851586
chr10,20976006,20976380,CTCF_union_03119,MAINTAINED,1,1,1,1,9.93114007,6.62762536,-0.58274411
chr10,20982951,20983433,CTCF_union_03120,MAINTAINED,1,1,1,1,9.85738105,7.77567935,-0.34184429
chr10,20992664,20993131,CTCF_union_03121,MAINTAINED,1,1,1,1,24.36108716,7.63919263,-1.67179122
chr10,21145172,21145575,CTCF_union_03122,GAINED,0,1,0,1,6.20922588,3.74953529,-0.72618067
chr10,21158032,21158545,CTCF_union_03123,MAINTAINED,1,1,1,1,16.10447690,9.79525031,-0.71673099
chr10,21189015,21189474,CTCF_union_03124,MAINTAINED,1,1,1,1,22.18341928,21.88847499,-0.01930155
chr10,21337183,21337590,CTCF_union_03125,MAINTAINED,1,1,1,1,13.85094806,8.39256093,-0.72212493
chr10,21378743,21379010,CTCF_union_03126,GAINED,0,1,0,1,5.06502070,5.77412839,0.18868587
chr10,21382699,21383703,CTCF_union_03127,MAINTAINED,1,1,1,1,24.75574070,22.27677422,-0.15215795
chr10,21421081,21421423,CTCF_union_03128,MAINTAINED,1,1,1,1,12.68991306,6.33142197,-1.00194033
chr10,21465203,21465823,CTCF_union_03129,MAINTAINED,1,1,1,1,28.79284783,28.27891225,-0.02597476
chr10,21600939,21601323,CTCF_union_03130,LOST,1,0,1,0,23.76481184,3.32279129,-2.83463104
chr10,21991270,21991654,CTCF_union_03131,MAINTAINED,1,1,1,1,24.16566067,10.94549187,-1.14190106
chr10,21992969,21993646,CTCF_union_03132,MAINTAINED,1,1,1,1,20.34194457,10.12903146,-1.00524680
chr10,21994346,21996354,CTCF_union_03133,MAINTAINED,2,1,2,3,12.35472248,11.90503573,-0.05344658
chr10,22007588,22008070,CTCF_union_03134,MAINTAINED,1,1,1,1,17.64519174,6.74892810,-1.38522612
chr10,22010098,22010585,CTCF_union_03135,MAINTAINED,1,1,1,1,20.87617195,6.10775792,-1.77147317
chr10,22018722,22018959,CTCF_union_03136,LOST,1,0,1,0,10.61101808,5.81336438,-0.86699726
chr10,22034336,22034586,CTCF_union_03137,MAINTAINED,1,1,1,1,18.70316342,8.20194536,-1.18825753
chr10,22036273,22036613,CTCF_union_03138,LOST,1,0,1,0,13.76996453,1.62824355,-3.07235042
chr10,22140811,22141432,CTCF_union_03139,MAINTAINED,1,1,1,1,23.34243418,15.61442091,-0.57977022
chr10,22148268,22148724,CTCF_union_03140,MAINTAINED,1,1,1,1,10.35256387,8.25572248,-0.32616816
chr10,22163671,22164152,CTCF_union_03141,MAINTAINED,1,1,1,1,28.85228091,3.98230313,-2.85389214
chr10,22274715,22274952,CTCF_union_03142,GAINED,0,1,0,1,2.99225694,3.06822945,0.03605332
chr10,22402542,22402782,CTCF_union_03143,LOST,1,0,1,0,17.84573360,6.15665457,-1.53382747
chr10,22479818,22480350,CTCF_union_03144,MAINTAINED,1,1,1,1,15.95675562,17.27235908,0.11422897
chr10,22579396,22579865,CTCF_union_03145,MAINTAINED,1,1,1,1,21.62730997,19.33976610,-0.16120502
chr10,22645135,22645476,CTCF_union_03146,GAINED,0,1,0,1,5.31126945,8.13397150,0.61396205
chr10,22710397,22710656,CTCF_union_03147,GAINED,0,1,0,1,3.30538781,3.62229668,0.13170441
chr10,22714448,22715082,CTCF_union_03148,MAINTAINED,1,1,1,1,24.42063832,8.75963689,-1.47810254
chr10,22730911,22731511,CTCF_union_03149,MAINTAINED,1,1,1,1,10.51586770,8.75119159,-0.26474016
chr10,22776004,22776513,CTCF_union_03150,MAINTAINED,1,1,1,1,15.51133844,20.06539955,0.37117573
chr10,22777909,22778232,CTCF_union_03151,MAINTAINED,1,1,1,1,16.17966761,6.58531943,-1.29555893
chr10,22781562,22781789,CTCF_union_03152,LOST,1,0,1,0,12.26292534,2.44002847,-2.32460875
chr10,23081207,23081748,CTCF_union_03153,MAINTAINED,1,1,1,1,40.08364344,20.53876617,-0.96432175
chr10,23086734,23087304,CTCF_union_03154,MAINTAINED,1,1,1,1,18.16334951,17.48915344,-0.05453922
chr10,23115335,23115605,CTCF_union_03155,GAINED,0,1,0,1,1.27717467,6.60701460,2.36197262
chr10,23116722,23117257,CTCF_union_03156,MAINTAINED,1,1,1,1,38.57431103,26.24459369,-0.55544448
chr10,23150462,23150743,CTCF_union_03157,MAINTAINED,1,1,1,1,12.34826412,6.40893364,-0.94507056
chr10,23350220,23350548,CTCF_union_03158,GAINED,0,1,0,1,3.19361414,3.81832961,0.25701465
chr10,23403397,23403841,CTCF_union_03159,MAINTAINED,1,1,1,1,11.81761590,8.20418387,-0.52597015
chr10,23611200,23611535,CTCF_union_03160,MAINTAINED,1,1,1,1,17.08149232,5.12187428,-1.73572064
chr10,23776852,23777082,CTCF_union_03161,LOST,1,0,1,0,7.10968307,2.00252021,-1.82280975
chr10,23777213,23777922,CTCF_union_03162,MAINTAINED,1,1,1,1,12.17971905,11.68392078,-0.05990615
chr10,23786984,23787449,CTCF_union_03163,MAINTAINED,1,1,1,1,6.82150383,6.75108874,-0.01494761
chr10,23812110,23812621,CTCF_union_03164,MAINTAINED,1,1,1,1,31.80884048,11.83493939,-1.42561045
chr10,23814889,23815673,CTCF_union_03165,MAINTAINED,1,1,1,1,24.21815280,18.36722706,-0.39876532
chr10,23880678,23881017,CTCF_union_03166,LOST,1,0,1,0,6.75197274,2.17181763,-1.63191368
chr10,23942473,23942819,CTCF_union_03167,MAINTAINED,1,1,1,1,10.64092570,3.66313223,-1.53589609
chr10,23979335,23979672,CTCF_union_03168,MAINTAINED,1,1,1,1,17.77350340,4.29956266,-2.04492619
chr10,24080153,24080489,CTCF_union_03169,LOST,1,0,1,0,20.14375888,5.00956171,-2.00541564
chr10,24111128,24111539,CTCF_union_03170,MAINTAINED,1,1,1,1,21.85950096,8.59587195,-1.34552702
chr10,24131357,24131901,CTCF_union_03171,MAINTAINED,1,1,1,1,29.14247733,25.50229222,-0.19242596
chr10,24173483,24174414,CTCF_union_03172,MAINTAINED,1,1,1,1,17.23997309,16.17235152,-0.09217284
chr10,24191874,24192419,CTCF_union_03173,MAINTAINED,1,1,1,1,9.52485602,11.09557250,0.22000071
chr10,24297756,24298212,CTCF_union_03174,MAINTAINED,1,1,1,1,33.98394216,8.32786876,-2.02752711
chr10,24298466,24299067,CTCF_union_03175,MAINTAINED,1,1,1,1,32.90293517,13.53106955,-1.28131300
chr10,24312116,24312800,CTCF_union_03176,MAINTAINED,1,1,2,2,39.95188728,16.94017695,-1.23732438
chr10,24332906,24333150,CTCF_union_03177,MAINTAINED,1,1,1,1,7.18512998,5.27696711,-0.44458040
chr10,24381978,24382227,CTCF_union_03178,MAINTAINED,1,1,1,1,19.87013167,5.22681337,-1.92456622
chr10,24591059,24591596,CTCF_union_03179,MAINTAINED,1,1,1,1,25.90116740,19.05348664,-0.44276201
chr10,24595773,24596005,CTCF_union_03180,GAINED,0,1,0,1,3.03089771,3.81036994,0.32921506
chr10,24621576,24621949,CTCF_union_03181,MAINTAINED,1,1,1,1,21.37328405,6.80354990,-1.65000489
chr10,24622570,24622970,CTCF_union_03182,MAINTAINED,1,1,1,1,31.36018491,6.55843272,-2.25577295
chr10,24625031,24625583,CTCF_union_03183,MAINTAINED,1,1,1,1,19.99508638,14.78665933,-0.43509537
chr10,24630516,24631106,CTCF_union_03184,MAINTAINED,1,1,1,1,29.96889305,19.56606130,-0.61485659
chr10,24789738,24790105,CTCF_union_03185,MAINTAINED,1,1,1,1,9.24358922,4.65827895,-0.98712229
chr10,24797140,24797648,CTCF_union_03186,MAINTAINED,1,1,1,1,19.04218492,8.48590259,-1.16511733
chr10,24869569,24870104,CTCF_union_03187,MAINTAINED,1,1,1,1,43.78956637,34.21000103,-0.35607678
chr10,24873705,24873974,CTCF_union_03188,GAINED,0,1,0,1,8.05009344,6.30684924,-0.35159142
chr10,24885966,24886375,CTCF_union_03189,MAINTAINED,1,1,1,1,10.57690948,6.64571731,-0.66961544
chr10,24911850,24912078,CTCF_union_03190,GAINED,0,1,0,1,5.50178663,4.34616574,-0.33946119
chr10,24961087,24961485,CTCF_union_03191,MAINTAINED,1,1,1,1,12.12115908,4.84484945,-1.32121894
chr10,25218983,25219634,CTCF_union_03192,MAINTAINED,1,1,1,1,27.94225189,21.35553950,-0.38767877
chr10,25239178,25239523,CTCF_union_03193,MAINTAINED,1,1,1,1,17.06295320,8.46302303,-1.01076394
chr10,25246231,25246491,CTCF_union_03194,MAINTAINED,1,1,1,1,16.70172773,6.81204435,-1.29258486
chr10,25250145,25250536,CTCF_union_03195,MAINTAINED,1,1,1,1,26.85559664,6.91973867,-1.95488703
chr10,25268476,25268895,CTCF_union_03196,MAINTAINED,1,1,1,1,24.30832197,15.36761965,-0.66121148
chr10,25296871,25297323,CTCF_union_03197,MAINTAINED,1,1,2,1,8.11342212,9.41740761,0.21477349
chr10,25360465,25360799,CTCF_union_03198,GAINED,0,1,0,1,5.98070730,6.24531837,0.06235697
chr10,25488487,25489099,CTCF_union_03199,MAINTAINED,1,1,1,1,24.62807154,17.86868649,-0.46264859
chr10,25493518,25493862,CTCF_union_03200,GAINED,0,1,0,1,3.66977841,3.93423448,0.10012643
chr10,25539488,25539751,CTCF_union_03201,LOST,1,0,1,0,18.25943737,5.88675081,-1.63144007
chr10,25621117,25621482,CTCF_union_03202,MAINTAINED,1,1,1,1,15.56114239,5.56415411,-1.48205000
chr10,25681180,25681790,CTCF_union_03203,MAINTAINED,1,1,1,1,18.27825115,17.56508604,-0.05738537
chr10,26078573,26079346,CTCF_union_03204,MAINTAINED,1,1,1,1,30.04855651,29.83569619,-0.01025282
chr10,26139284,26139963,CTCF_union_03205,MAINTAINED,1,1,1,1,22.46140736,13.45028085,-0.73938197
chr10,26297700,26297968,CTCF_union_03206,GAINED,0,1,0,1,6.57898027,6.12508364,-0.10297220
chr10,26345885,26346224,CTCF_union_03207,MAINTAINED,1,1,1,1,13.12949303,13.11540034,-0.00154818
chr10,26372840,26373385,CTCF_union_03208,MAINTAINED,1,1,1,1,21.66866233,26.57588318,0.29438465
chr10,26374214,26374584,CTCF_union_03209,GAINED,0,1,0,1,4.04403732,3.21166813,-0.33155148
chr10,26494291,26494620,CTCF_union_03210,MAINTAINED,1,1,1,1,18.72671185,6.76348530,-1.46789752
chr10,26540145,26540499,CTCF_union_03211,MAINTAINED,1,1,1,1,9.01692479,6.17688405,-0.54502159
chr10,26695271,26695591,CTCF_union_03212,GAINED,0,1,0,1,5.68637680,4.20980403,-0.43286858
chr10,26711025,26711540,CTCF_union_03213,MAINTAINED,1,1,1,1,27.71991203,20.90988671,-0.40656800
chr10,26752450,26753488,CTCF_union_03214,MAINTAINED,1,1,1,2,15.15180314,9.36616415,-0.69337161
chr10,26890480,26891021,CTCF_union_03215,MAINTAINED,1,1,1,1,25.46486356,23.16567818,-0.13646286
chr10,26919584,26919923,CTCF_union_03216,MAINTAINED,1,1,1,1,23.82502549,6.40167645,-1.89430964
chr10,26995518,26995995,CTCF_union_03217,MAINTAINED,1,1,1,1,21.20276993,10.98519807,-0.94805942
chr10,27133032,27133545,CTCF_union_03218,MAINTAINED,1,1,1,1,35.83688577,20.22184852,-0.82521965
chr10,27162418,27162794,CTCF_union_03219,GAINED,0,1,0,1,5.39638680,6.82921934,0.33916693
chr10,27675672,27675913,CTCF_union_03220,LOST,1,0,1,0,11.26438230,0.50249217,-4.45937462
chr10,27761427,27761776,CTCF_union_03221,MAINTAINED,1,1,1,1,22.11993208,5.52588510,-1.99911312
chr10,28074358,28074847,CTCF_union_03222,MAINTAINED,1,1,1,1,6.24858145,4.68561989,-0.41452007
chr10,28078356,28078596,CTCF_union_03223,LOST,1,0,1,0,11.95685075,1.67092372,-2.83171738
chr10,28485324,28485900,CTCF_union_03224,MAINTAINED,1,1,1,1,11.31062964,3.12658070,-1.85168961
chr10,28730184,28730472,CTCF_union_03225,MAINTAINED,1,1,1,1,20.06691308,6.44026399,-1.63810735
chr10,28844040,28844661,CTCF_union_03226,MAINTAINED,1,1,1,1,22.47730621,18.92682843,-0.24791612
chr10,28898373,28898746,CTCF_union_03227,MAINTAINED,1,1,1,1,16.48684837,8.80172766,-0.90469362
chr10,28954603,28955555,CTCF_union_03228,MAINTAINED,2,1,2,2,15.75043806,7.77627783,-1.01730191
chr10,28979037,28979263,CTCF_union_03229,GAINED,0,1,0,1,5.31386204,4.24784245,-0.32235062
chr10,29087825,29088168,CTCF_union_03230,MAINTAINED,1,1,1,1,23.49619112,8.75629015,-1.42300245
chr10,29106986,29107337,CTCF_union_03231,MAINTAINED,1,1,1,1,26.40063259,5.54853334,-2.24834269
chr10,29146222,29147412,CTCF_union_03232,MAINTAINED,2,1,3,3,10.84781522,6.87570368,-0.65705783
chr10,29206670,29207182,CTCF_union_03233,MAINTAINED,1,1,1,1,27.73103644,12.99610837,-1.09283234
chr10,29312908,29313874,CTCF_union_03234,MAINTAINED,1,1,1,1,32.68849315,37.50023215,0.19806004
chr10,29338604,29339055,CTCF_union_03235,MAINTAINED,1,1,1,1,25.48352497,11.82286658,-1.10733125
chr10,29395026,29395237,CTCF_union_03236,LOST,1,0,1,0,9.11654082,2.97452170,-1.61256841
chr10,29532732,29533263,CTCF_union_03237,MAINTAINED,1,1,1,1,34.46674708,30.76370954,-0.16392530
chr10,29535521,29535871,CTCF_union_03238,GAINED,0,1,0,1,5.67874428,3.19018280,-0.82995591
chr10,29804168,29804554,CTCF_union_03239,MAINTAINED,1,1,1,1,29.10283400,6.31284792,-2.20300886
chr10,30419443,30419853,CTCF_union_03240,MAINTAINED,1,1,1,1,12.30394340,13.27284836,0.10927171
chr10,30538084,30538391,CTCF_union_03241,MAINTAINED,1,1,1,1,23.24634915,7.77196477,-1.57941828
chr10,30587071,30587410,CTCF_union_03242,MAINTAINED,1,1,1,1,13.00860001,8.19953361,-0.66520214
chr10,30618051,30618509,CTCF_union_03243,MAINTAINED,1,1,1,1,15.64872579,13.21501286,-0.24369769
chr10,30622970,30623215,CTCF_union_03244,LOST,1,0,1,0,11.49457408,4.23096632,-1.43974264
chr10,30718952,30719321,CTCF_union_03245,MAINTAINED,1,1,1,1,23.47265002,5.53996041,-2.08104584
chr10,30801947,30802389,CTCF_union_03246,GAINED,0,1,0,1,4.19372182,6.79631922,0.69520761
chr10,30810830,30811246,CTCF_union_03247,MAINTAINED,1,1,1,1,40.81966318,6.32391173,-2.68844900
chr10,30824987,30825457,CTCF_union_03248,MAINTAINED,1,1,1,1,24.58519339,23.29265157,-0.07788227
chr10,30838199,30838700,CTCF_union_03249,MAINTAINED,1,1,1,1,7.94933594,5.13324620,-0.62996885
chr10,30842484,30842731,CTCF_union_03250,GAINED,0,1,0,1,5.31732568,4.73292132,-0.16763554
chr10,31299143,31299601,CTCF_union_03251,MAINTAINED,1,1,1,1,26.57260499,24.35745682,-0.12552680
chr10,31370209,31370494,CTCF_union_03252,LOST,1,0,1,0,20.24832721,0.79012138,-4.66215236
chr10,31445577,31446322,CTCF_union_03253,MAINTAINED,1,1,1,1,38.09073844,38.99856199,0.03397186
chr10,31465871,31466176,CTCF_union_03254,MAINTAINED,1,1,1,1,32.13236233,11.82784017,-1.44107008
chr10,31504325,31504648,CTCF_union_03255,MAINTAINED,1,1,1,1,16.08837414,7.91819015,-1.02185152
chr10,31608464,31608859,CTCF_union_03256,GAINED,0,1,0,1,6.05157008,6.21352647,0.03804076
chr10,31609590,31609927,CTCF_union_03257,GAINED,0,1,0,1,4.55126242,3.67848754,-0.30640381
chr10,31742435,31742813,CTCF_union_03258,MAINTAINED,1,1,1,1,37.29587128,15.09649194,-1.30423403
chr10,32889625,32890391,CTCF_union_03259,GAINED,0,1,0,2,2.63061113,4.16525898,0.66099383
chr10,32890644,32891277,CTCF_union_03260,MAINTAINED,1,1,1,1,20.71059353,20.62407311,-0.00603670
chr10,32895110,32895491,CTCF_union_03261,MAINTAINED,1,1,1,1,19.92889962,9.66127181,-1.04380827
chr10,33304986,33305376,CTCF_union_03262,MAINTAINED,1,1,1,1,19.62406441,14.89595158,-0.39747037
chr10,33624409,33624723,CTCF_union_03263,GAINED,0,1,0,1,3.62408471,4.17463405,0.20350941
chr10,33653255,33653708,CTCF_union_03264,MAINTAINED,1,1,1,1,20.74516739,7.09958996,-1.54563231
chr10,33703418,33703784,CTCF_union_03265,MAINTAINED,1,1,1,1,26.84797504,6.78798909,-1.98217058
chr10,33986736,33987246,CTCF_union_03266,MAINTAINED,1,1,1,1,60.08732039,12.86356448,-2.22288910
chr10,34019284,34019914,CTCF_union_03267,MAINTAINED,1,1,1,2,15.52282722,13.26384890,-0.22673369
chr10,34033859,34034352,CTCF_union_03268,MAINTAINED,1,1,1,1,17.01427275,17.95186360,0.07734387
chr10,34036536,34037091,CTCF_union_03269,MAINTAINED,1,1,1,1,25.73739123,13.93970837,-0.88419130
chr10,34071819,34072036,CTCF_union_03270,LOST,1,0,1,0,11.54755197,2.54985867,-2.17469978
chr10,34096377,34096927,CTCF_union_03271,MAINTAINED,1,1,1,1,12.04612397,10.74822363,-0.16432627
chr10,34206624,34207222,CTCF_union_03272,MAINTAINED,1,1,1,1,8.52105505,3.88324651,-1.13175048
chr10,34280274,34280975,CTCF_union_03273,MAINTAINED,1,1,1,1,24.44921865,12.24409075,-0.99711488
chr10,34285883,34286106,CTCF_union_03274,LOST,1,0,1,0,10.01096517,3.57498692,-1.48298171
chr10,34301792,34302013,CTCF_union_03275,GAINED,0,1,0,1,5.86374534,3.26854917,-0.84122319
chr10,34326658,34327188,CTCF_union_03276,MAINTAINED,1,1,1,1,39.30220844,23.40889195,-0.74730459
chr10,34328265,34328652,CTCF_union_03277,MAINTAINED,1,1,1,1,25.34074520,4.75904362,-2.41025627
chr10,34368131,34368503,CTCF_union_03278,LOST,1,0,1,0,16.92345503,3.52375217,-2.26060360
chr10,34399308,34399627,CTCF_union_03279,MAINTAINED,1,1,1,1,8.00875257,4.93691058,-0.69685000
chr10,34431762,34432202,CTCF_union_03280,MAINTAINED,1,1,1,1,28.60012562,15.90009081,-0.84658376
chr10,34617270,34617546,CTCF_union_03281,MAINTAINED,1,1,1,1,14.41348022,5.45636952,-1.39976442
chr10,36505968,36507059,CTCF_union_03282,MAINTAINED,2,1,2,2,8.81160177,5.44677873,-0.69299109
chr10,36507342,36507638,CTCF_union_03283,GAINED,0,1,0,1,5.85196534,4.58371612,-0.35172273
chr10,36546731,36547015,CTCF_union_03284,MAINTAINED,1,1,1,1,14.65856774,7.03327566,-1.05840956
chr10,36791795,36792219,CTCF_union_03285,MAINTAINED,1,1,1,1,23.36750254,13.28140465,-0.81462723
chr10,36803912,36804129,CTCF_union_03286,LOST,1,0,1,0,7.50567009,4.67234159,-0.68267155
chr10,36834240,36834587,CTCF_union_03287,MAINTAINED,1,1,1,1,22.09763155,7.02072323,-1.65279947
chr10,36928246,36928511,CTCF_union_03288,GAINED,0,1,0,1,8.88825570,9.59130144,0.10970742
chr10,37014256,37014669,CTCF_union_03289,MAINTAINED,1,1,1,1,36.09190342,20.16636797,-0.83940841
chr10,37072452,37073292,CTCF_union_03290,MAINTAINED,1,1,1,1,17.78921402,13.61993064,-0.38503532
chr10,37136059,37137421,CTCF_union_03291,MAINTAINED,1,1,1,2,26.66215513,29.54645012,0.14813860
chr10,37357707,37357973,CTCF_union_03292,LOST,1,0,1,0,13.70968969,2.14518474,-2.67036441
chr10,38382032,38382287,CTCF_union_03293,GAINED,0,1,0,1,4.00203046,6.66200438,0.73378767
chr10,38553884,38554606,CTCF_union_03294,MAINTAINED,1,1,1,1,16.53373302,11.48493980,-0.52528590
chr10,38849022,38849529,CTCF_union_03295,MAINTAINED,1,1,1,1,27.38351305,10.43475683,-1.39105539
chr10,38875872,38876259,CTCF_union_03296,MAINTAINED,1,1,1,1,32.13468990,4.90414434,-2.70956829
chr10,38965505,38965791,CTCF_union_03297,GAINED,0,1,0,1,3.81113723,5.71083225,0.58222297
chr10,39039526,39039914,CTCF_union_03298,MAINTAINED,1,1,1,1,23.78772926,11.96124107,-0.99125120
chr10,39064755,39065153,CTCF_union_03299,MAINTAINED,1,1,1,1,11.79216497,7.15646883,-0.71971720
chr10,39066956,39067367,CTCF_union_03300,MAINTAINED,1,1,1,1,10.88657924,11.17180168,0.03727736
chr10,39097017,39097322,CTCF_union_03301,LOST,1,0,1,0,12.57930821,3.62739191,-1.79122272
chr10,39121426,39121809,CTCF_union_03302,MAINTAINED,1,1,1,1,14.92245062,8.58376387,-0.79708891
chr10,39170103,39170596,CTCF_union_03303,MAINTAINED,1,1,1,1,38.43417579,16.54359722,-1.21562029
chr10,39171029,39172165,CTCF_union_03304,MAINTAINED,2,1,2,2,38.01374386,37.96700619,-0.00177441
chr10,39239669,39240488,CTCF_union_03305,MAINTAINED,1,1,1,1,17.02003949,15.03156472,-0.17912713
chr10,39369794,39370401,CTCF_union_03306,GAINED,0,1,0,2,5.01163569,6.04080179,0.26896896
chr10,39441693,39441887,CTCF_union_03307,LOST,1,0,1,0,8.70463935,3.17085350,-1.45402703
chr10,39520227,39520871,CTCF_union_03308,MAINTAINED,1,1,1,1,15.71307425,18.89471523,0.26586279
chr10,39541067,39541309,CTCF_union_03309,GAINED,0,1,0,1,0.02684683,3.45720272,6.55608802
chr10,39731714,39731960,CTCF_union_03310,GAINED,0,1,0,1,2.21440165,4.49622187,1.01850104
chr10,39732392,39733350,CTCF_union_03311,MAINTAINED,1,1,2,1,14.86563386,12.84761682,-0.21032788
chr10,39811578,39811845,CTCF_union_03312,LOST,1,0,1,0,12.76176864,1.90771516,-2.73549796
chr10,39896445,39896811,CTCF_union_03313,GAINED,0,1,0,1,6.38768866,4.58112078,-0.47870440
chr10,39926785,39927065,CTCF_union_03314,MAINTAINED,1,1,1,1,10.63782773,4.45669482,-1.25327954
chr10,39958214,39958696,CTCF_union_03315,MAINTAINED,1,1,1,1,18.09103845,11.28077342,-0.68092815
chr10,39959909,39960886,CTCF_union_03316,MAINTAINED,1,1,1,1,19.08412912,12.13940353,-0.65224363
chr10,40024713,40025465,CTCF_union_03317,MAINTAINED,1,1,1,1,7.81944409,7.71624519,-0.01914241
chr10,40053275,40053664,CTCF_union_03318,MAINTAINED,1,1,1,1,19.19015893,12.38687645,-0.63114159
chr10,40142122,40142569,CTCF_union_03319,GAINED,0,1,0,1,3.69400418,7.98733747,1.11043404
